bike_station_location,name,main_category,address,distance_away
"45.51936283,-122.6359928",Goodfoot Pub & Lounge,Cocktail Bar,2845 SE Stark St,30
"45.51936283,-122.6359928",Ken's Artisan Pizza,Pizzeria,304 SE 28th Ave,173
"45.51936283,-122.6359928",Captured Beer Bus,Beer Bar,113 SE 28th Ave,294
"45.51936283,-122.6359928",Crema Bakery + Cafe,Bakery,2728 SE Ankeny St,330
"45.51936283,-122.6359928",Cheese & Crack Snack Shop,American Restaurant,22 SE 28th Ave,361
"45.51936283,-122.6359928",The Nest Lounge,Cocktail Bar,2715 SE Belmont St,345
"45.51936283,-122.6359928",Fifty Licks Ice Cream,Ice Cream Parlor,2742 E Burnside St,399
"45.51936283,-122.6359928",Laurelhurst Theater & Pub,Indie Movie Theater,2735 E Burnside St,424
"45.51936283,-122.6359928",Gorges Beer Co,Bar,2705 SE Ankeny St,376
"45.5033655,-122.6447314",Jacqueline,Cocktail Bar,2039 SE Clinton St,11
"45.5033655,-122.6447314",Yama Sushi & Izakaya,Tapas Restaurant,2038 SE Clinton St,8
"45.5033655,-122.6447314",Fifty Licks,Ice Cream Parlor,2021 SE Clinton St,25
"45.5033655,-122.6447314",New Seasons Market,Grocery Store,1954 SE Division St,168
"45.5033655,-122.6447314",Nuestra Cocina,Latin American Restaurant,2135 SE Division St,183
"45.5033655,-122.6447314",Spielman Coffee Roasters,Coffee Shop,2128 SE Division St,179
"45.5033655,-122.6447314",Nossa Familia Coffee,Café,2007 SE Division St,170
"45.5033655,-122.6447314",Peoples Food Co-op,Organic Grocery,3029 SE 29th Ave,289
"45.5033655,-122.6447314",Broder,Comfort Food Restaurant,2508 SE Clinton St,358
"45.5033655,-122.6447314",Reel M Inn,Dive Bar,2430 SE Division St,355
"45.51636144,-122.6460457",Pad Thai Kitchen,Thai Restaurant,2309 SE Belmont St,296
"45.51636144,-122.6460457",La Calaca Comelona,Mexican Restaurant,2304 SE Belmont St,300
"45.51636144,-122.6460457",Nostrana,Pizzeria,1401 SE Morrison St,441
"45.51636144,-122.6460457",Mirisata,Sri Lankan Restaurant,2420 SE Belmont St,393
"45.51636144,-122.6460457",Serra,Cannabis Store,2519 SE Belmont St,501
"45.51636144,-122.6460457",OK Omens,Wine Bar,1758 SE Hawthorne Blvd,505
"45.51636144,-122.6460457",Devil's Dill Sandwich Shop,Sandwich Spot,1711 SE Hawthorne Blvd,485
"45.51636144,-122.6460457",Revolution Hall,Concert Hall,1300 SE Stark St,563
"45.51636144,-122.6460457",True Value,Hardware Store,1720 SE Hawthorne Blvd,492
"45.51636144,-122.6460457",Northwest Fighting arts,Martial Arts Dojo,200 SE Morrison St,571
"45.5627419,-122.6889932",The Old Gold,Whisky Bar,2105 N Killingsworth St,18
"45.5627419,-122.6889932",Spitz,Beer Bar,2103 N Killingsworth St,19
"45.5627419,-122.6889932",NoPo Paws,Pet Service,2148 N Killingsworth St,55
"45.5627419,-122.6889932",Backyard Social,Beer Garden,1914 N Killingsworth St,170
"45.5627419,-122.6889932",Atomic Pizza,Pizzeria,2150 N Killingsworth St,136
"45.5627419,-122.6889932",The Stacks Coffeehouse,Coffee Shop,1831 N Killingsworth St,218
"45.5627419,-122.6889932",Blend Coffee Lounge,Coffee Shop,2710 N Killingsworth St,459
"45.5627419,-122.6889932",Gonzalez Taqueria,Fast Food Restaurant,1540 N Killingsworth St,465
"45.5627419,-122.6889932",Mee Dee Thai Cuisine,Thai Restaurant,2731 N Killingsworth St,495
"45.5627419,-122.6889932",Mio Sushi,Sushi Restaurant,2735 N Killingsworth St,503
"45.50936198,-122.6812121",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,107
"45.50936198,-122.6812121",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,212
"45.50936198,-122.6812121",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,266
"45.50936198,-122.6812121",Starbucks,Coffee Shop,1742 SW 6th Ave,294
"45.50936198,-122.6812121",Murata Restaurant,Sushi Restaurant,200 SW Market St,369
"45.50936198,-122.6812121",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,432
"45.50936198,-122.6812121",Keller Auditorium,Music Venue,222 SW Clay St,418
"45.50936198,-122.6812121",Suki's Bar & Grill,Karaoke Bar,2401 SW 4th Ave,410
"45.50936198,-122.6812121",Concierge Lounge - Portland Marriott,Hotel Bar,1401 SW Naito Pkwy,530
"45.50936198,-122.6812121",Love Belizean,Caribbean Restaurant,1503 SW Broadway,528
"45.56274555,-122.6480594",Hat Yai,Thai Restaurant,1605 NE Killingsworth St,57
"45.56274555,-122.6480594",Alberta Park,Park,NE 22ND Ave,302
"45.56274555,-122.6480594",Gumba,Pizzeria,1477 NE Alberta St,380
"45.56274555,-122.6480594",Les Caves: A Winery Bar,Wine Bar,1719 NE Alberta St,387
"45.56274555,-122.6480594",Petite Provence,Bakery,1824 NE Alberta St,448
"45.56274555,-122.6480594",Alberta Cooperative Gr,Organic Grocery,1500 NE Alberta St,426
"45.56274555,-122.6480594",Bamboo Sushi,Sushi Restaurant,1409 NE Alberta St,469
"45.56274555,-122.6480594",Tin Shed Garden Cafe,American Restaurant,1438 NE Alberta St,468
"45.56274555,-122.6480594",Salt & Straw,Ice Cream Parlor,2035 NE Alberta St,502
"45.56274555,-122.6480594",Proud Mary,Coffee Shop,2012 NE Alberta St,502
"45.56271655,-122.6350486",Wilder Bar Cafe,Beer Bar,5501 NE 30th Ave,6
"45.56271655,-122.6350486",Dame,Wine Bar,2930 NE Killingsworth St,7
"45.56271655,-122.6350486",Extracto Coffeehouse,Coffee Shop,2921 NE Killingsworth St,31
"45.56271655,-122.6350486",Jinx,Cocktail Bar,3000 NE Killingsworth St,20
"45.56271655,-122.6350486",Portland Doula Love,College and University,5433 NE 30th Ave,25
"45.56271655,-122.6350486",New Seasons Market,Grocery Store,5320 NE 33rd Ave,391
"45.56271655,-122.6350486",Urdaneta,Tapas Restaurant,3033 NE Alberta St,404
"45.56271655,-122.6350486",Dar Salam,Middle Eastern Restaurant,2921 NE Alberta St,392
"45.56271655,-122.6350486",Cord,Sporting Goods Retail,2916 NE Alberta St,417
"45.56271655,-122.6350486",Tonalli's Donuts & Cream,Ice Cream Parlor,2805 NE Alberta St,430
"45.52279251,-122.6566163",Hey Love,Cocktail Bar,920 E Burnside St,35
"45.52279251,-122.6566163",Doug Fir Lounge,Music Venue,830 E Burnside St,27
"45.52279251,-122.6566163",Canard,Cocktail Bar,734 E Burnside St,101
"45.52279251,-122.6566163",Normandie,Cocktail Bar,1005 SE Ankeny St,77
"45.52279251,-122.6566163",Dimo's Apizza,Pizzeria,701 E Burnside St,151
"45.52279251,-122.6566163",Scotch Lodge,Cocktail Bar,215 SE 9th Ave,155
"45.52279251,-122.6566163",Bar Casa Vale,Cocktail Bar,215 SE 9th Ave,192
"45.52279251,-122.6566163",Sizzle Pie,Pizzeria,624 E Burnside St,190
"45.52279251,-122.6566163",Nong’s Khao Man Gai,Thai Restaurant,609 SE Ankeny St,220
"45.52279251,-122.6566163",Noble Rot,Wine Bar,1111 E Burnside St,180
"45.51186486,-122.6210475",New Seasons Market,Grocery Store,4034 SE Hawthorne Blvd,26
"45.51186486,-122.6210475",Portland Pet Supply,Pet Supplies Store,4242 SE Hawthorne Blvd,192
"45.51186486,-122.6210475",Pepino's Mexican Grill,Mexican Restaurant,3832 SE Hawthorne Blvd,202
"45.51186486,-122.6210475",Powell's Books on Hawthorne,Bookstore,3723 SE Hawthorne Blvd,335
"45.51186486,-122.6210475",McMenamins Bagdad Theatre & Pub,Indie Movie Theater,3702 SE Hawthorne Blvd,345
"45.51186486,-122.6210475",Harlow,Burger Joint,3632 SE Hawthorne Blvd,397
"45.51186486,-122.6210475",Back Stage Bar,Pool Hall,3702 SE Hawthorne Blvd,348
"45.51186486,-122.6210475",Portland Cider House,Bar,3638 SE Hawthorne Blvd,387
"45.51186486,-122.6210475",Multnomah County Library,Library,1038 SE Cesar E Chavez Blvd,407
"45.51186486,-122.6210475",The Waffle Window,Fast Food Restaurant,3610 SE Hawthorne Blvd,432
"45.52771962,-122.6603526",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",430 NE Lloyd Blvd,156
"45.52771962,-122.6603526",Portland Roasting Coffee,Coffee Shop,777 NE M L King Blvd,122
"45.52771962,-122.6603526",J Cafe,Café,533 NE Holladay St,276
"45.52771962,-122.6603526",Vera Katz Eastbank Esplanade,Hiking Trail,"Willamette River, Portland, OR 97232",451
"45.52771962,-122.6603526",Woodcrafters,Hardware Store,212 NE 6th Ave,361
"45.52771962,-122.6603526",Pacific Standard,Cocktail Bar,100 NE M L King Blvd,448
"45.52771962,-122.6603526",Dimo's Apizza,Pizzeria,701 E Burnside St,534
"45.52771962,-122.6603526",Crema,Café,390 NE Couch St,487
"45.52771962,-122.6603526",Canard,Cocktail Bar,734 E Burnside St,572
"45.52771962,-122.6603526",Sizzle Pie,Pizzeria,624 E Burnside St,554
"45.53400578,-122.6555675",Black Water Bar,Concert Hall,835 NE Broadway St,162
"45.53400578,-122.6555675",Jimmy John's,Deli,1139 NE Broadway St,176
"45.53400578,-122.6555675",Lloyd Center Ice Rink,Skating Rink,953 Lloyd Ctr,224
"45.53400578,-122.6555675",Milo's City Cafe,Burger Joint,1325 NE Broadway St,320
"45.53400578,-122.6555675",Taste Tickler,Diner,1704 NE 14th Ave,344
"45.53400578,-122.6555675",Eb & Bean,Frozen Yogurt Shop,1425 NE Broadway St,386
"45.53400578,-122.6555675",Petisco,Sandwich Spot,1411 NE Broadway St,368
"45.53400578,-122.6555675",Blossoming Lotus,Vegan and Vegetarian Restaurant,1713 NE 15th Ave,414
"45.53400578,-122.6555675",Koji Osakaya Japanese Restaurant,Sushi Restaurant,1502 NE Weidler St,412
"45.53400578,-122.6555675",Gather Food & Drink,Cocktail Bar,1000 NE Multnomah St,350
"45.53966541,-122.6118851",Laurelwood Public House & Brewery,Bar,5115 NE Sandy Blvd,100
"45.53966541,-122.6118851",Cabezon Restaurant,Seafood Restaurant,5200 NE Sacramento St,168
"45.53966541,-122.6118851",Bakeshop,Bakery,5351 NE Sandy Blvd,317
"45.53966541,-122.6118851",Killer Burger,Burger Joint,4644 NE Sandy Blvd,314
"45.53966541,-122.6118851",Cosmic Monkey Comics,Bookstore,5335 NE Sandy Blvd,310
"45.53966541,-122.6118851",Zien Hong,Chinese Restaurant,5314 NE Sandy Blvd,263
"45.53966541,-122.6118851",Du's Grill,BBQ Joint,5365 NE Sandy Blvd,342
"45.53966541,-122.6118851",Case Study Coffee,Café,5347 NE Sandy Blvd,313
"45.53966541,-122.6118851",Clyde's Prime Rib,American Restaurant,5474 NE Sandy Blvd,448
"45.53966541,-122.6118851",Hollywood Farmers Market,Restaurant,4420 NE Hancock St,567
"45.5559258,-122.6008129",Cully Central,Beer Garden,4579 NE Cully Blvd,71
"45.5559258,-122.6008129",7-Eleven,Convenience Store,4507 NE 60th Ave,59
"45.5559258,-122.6008129",Autozone,n/a,4458 NE Cully Blvd,76
"45.5559258,-122.6008129",Starbucks,Coffee Shop,5850 NE Prescott St,231
"45.5559258,-122.6008129",Rite Aid,Drugstore,4346 NE Cully Blvd,168
"45.5559258,-122.6008129",Bison Coffee House,Coffee Shop,3941 NE Cully Blvd,542
"45.5559258,-122.6008129",Angel Food & Fun,Mexican Restaurant,5135 NE 60th Ave,461
"45.5559258,-122.6008129",Spirits Pub,Cocktail Bar,4037 NE Cully Blvd,458
"45.5559258,-122.6008129",Kʰunamokwst Park,Park,5200 NE Alberta St,692
"45.5559258,-122.6008129",Fire On The Mountain,Pizzeria,3443 NE 57th Ave,929
"45.55836114,-122.6203609",Red Sauce Pizza,Pizzeria,4935 NE 42nd Ave,53
"45.55836114,-122.6203609",Pizza Jerk,Pizzeria,5028 NE 42nd Ave,109
"45.55836114,-122.6203609",Santo Domingo Taqueria,Mexican Restaurant,5447 NE 42nd Ave,474
"45.55836114,-122.6203609",New Seasons Market,Grocery Store,5320 NE 33rd Ave,850
"45.55836114,-122.6203609",The Side Yard Farm,Comfort Food Restaurant,4800 NE Simpson St,902
"45.55836114,-122.6203609",Kennedy Community Garden,Landmarks and Outdoors,3499 NE Jessup,975
"45.55836114,-122.6203609",Fernhill Park Tennis Court,Tennis Court,Fernhill Park,984
"45.52646211,-122.6093034",Providence Professional Plaza,Doctor's Office,5050 NE Hoyt St,188
"45.52646211,-122.6093034",Rose City Futsal,Sports and Recreation,5010 NE Oregon St,347
"45.52646211,-122.6093034",Tabor Tavern,Bar,5325 E Burnside St,399
"45.52646211,-122.6093034",Wajan,Indonesian Restaurant,4611 E Burnside St,589
"45.52646211,-122.6093034",American Dream Pizza,Pizzeria,4620 NE Glisan St,467
"45.52646211,-122.6093034",Starbucks,Coffee Shop,5544 E Burnside St,483
"45.52646211,-122.6093034",Big's Chicken,Fried Chicken Joint,4606 NE Glisan St,480
"45.52646211,-122.6093034",Seven Virtues,Burger Joint,5936 NE Glisan St,540
"45.52646211,-122.6093034",Starbucks,Coffee Shop,4805 NE Glisan St,520
"45.52646211,-122.6093034",UFO Pizza,Pizzeria,6024 NE Glisan St,587
"45.52181825,-122.7044079",Oregon Holocaust Memorial,Monument,SW Washington Way,65
"45.52181825,-122.7044079",Washington Park Amphitheater Portland,Amphitheater,410 SW Kingston Ave,246
"45.52181825,-122.7044079",International Rose Test Garden,Park,400 SW Kingston Ave,319
"45.52181825,-122.7044079",Shakespeare Garden,Garden,"Portland, OR 97221",362
"45.52181825,-122.7044079",Portland Japanese Garden,Botanical Garden,611 SW Kingston Ave,422
"45.52181825,-122.7044079",Zupan's Markets - Burnside Store,Grocery Store,2340 W Burnside St,458
"45.52181825,-122.7044079",Mac Trail,Hiking Trail,"Portland, OR 97205",158
"45.52181825,-122.7044079",Washington Park,Park,2368 W Burnside St,537
"45.52181825,-122.7044079",Elephants Delicatessen,Deli,115 NW 22nd Ave,651
"45.52181825,-122.7044079",The Umami Cafe,Café,611 SW Kingston Ave,438
"45.52862062,-122.6905073",Pro Photo Supply,Camera Store,1112 NW 19th Ave,266
"45.52862062,-122.6905073",Paymaster Lounge,Dive Bar,1020 NW 17th Ave,270
"45.52862062,-122.6905073",Bantam Tavern,Cocktail Bar,922 NW 21st Ave,318
"45.52862062,-122.6905073",Cinema 21,Movie Theater,616 NW 21st Ave,325
"45.52862062,-122.6905073",Coffee Time,Café,712 NW 21st Ave,301
"45.52862062,-122.6905073",Serratto,Italian Restaurant,2112 NW Kearney St,329
"45.52862062,-122.6905073",REI,Sporting Goods Retail,1405 NW Johnson St,384
"45.52862062,-122.6905073",Pope House Bourbon Lounge,Cocktail Bar,2075 NW Glisan St,368
"45.52862062,-122.6905073",Sterling Coffee Roasters,Bakery,417 NW 21st Ave,419
"45.52862062,-122.6905073",Ken's Artisan Bakery,Bakery,338 NW 21st Ave,460
"45.56250716,-122.5943702",Gartner's Country Meat Market,Butcher,7450 NE Lombard St,680
"45.56250716,-122.5943702",Angel Food & Fun,Mexican Restaurant,5135 NE 60th Ave,573
"45.56250716,-122.5943702",Colwood Golf Center,Golf Course,7313 NE Columbia Blvd,711
"45.56250716,-122.5943702",Cully Central,Beer Garden,4579 NE Cully Blvd,814
"45.56250716,-122.5943702",Starbucks,Coffee Shop,6020 NE Columbia Blvd,815
"45.56250716,-122.5943702",Spine Tree Chiropractic,Chiropractor,5922 NE Killingsworth St,549
"45.56250716,-122.5943702",Portland Hmong Alliance Church,Church,5641 NE 60th Ave,554
"45.56250716,-122.5943702",Luther Memorial Church,Church,4800 NE 72nd Ave,669
"45.56250716,-122.5943702",7-Eleven,Convenience Store,4507 NE 60th Ave,938
"45.56250716,-122.5943702",Sacajawea Park,Park,7136 NE Roselawn St,753
"45.53677138,-122.61884",Wet Spot Tropical Fish,Pet Service,4310 NE Hancock St,45
"45.53677138,-122.61884",Moon & Sixpence British Pub,Lounge,2014 NE 42nd Ave,100
"45.53677138,-122.61884",Antique Alley,Antique Store,2000 NE 42nd Ave,82
"45.53677138,-122.61884",Hollywood Farmers Market,Restaurant,4420 NE Hancock St,111
"45.53677138,-122.61884",Hollywood Theatre,Drive-in Theater,4122 NE Sandy Blvd,197
"45.53677138,-122.61884",Multnomah County Library,Library,4040 NE Tillamook St,214
"45.53677138,-122.61884",Sizzle Pie,Pizzeria,4144 NE Sandy Blvd,165
"45.53677138,-122.61884",Grocery Outlet,Grocery Store,4420 NE Hancock St,156
"45.53677138,-122.61884",Doe Donuts,Donut Shop,4110 NE Sandy Blvd,251
"45.53677138,-122.61884",Trader Joe's,Grocery Store,4121 NE Halsey St,275
"45.53479718,-122.6686594",Upright Brewing,Bar,240 N Broadway,23
"45.53479718,-122.6686594",Rose Quarter,Concert Hall,1 N Center Court St,246
"45.53479718,-122.6686594",Gluten Free Gem Portland,Bakery,140 NE Broadway St,362
"45.53479718,-122.6686594",creo CHOCOLATE,Candy Store,122 NE Broadway St,356
"45.53479718,-122.6686594",Moda Center,Stadium,1 N Center Court St,385
"45.53479718,-122.6686594",Veterans Memorial Coliseum,Music Venue,300 N Winning Way,279
"45.53479718,-122.6686594",Metropolis Cycle Repair,Bicycle Store,2249 N Williams Ave,512
"45.53479718,-122.6686594",Widmer Brothers Brewing,Brewery,1 N Center Court St,407
"45.53479718,-122.6686594",Ex Novo Brewing,Bar,2326 N Flint Ave,583
"45.53479718,-122.6686594",Ox,Argentinian Restaurant,2225 NE M L King Blvd,736
"45.49787392,-122.6375156",Burgerville,Burger Joint,3432 SE 25th Ave,201
"45.49787392,-122.6375156",Hopworks Urban Brewery,Brewery,2944 SE Powell Blvd,228
"45.49787392,-122.6375156",Baby Ketten Klub,Karaoke Bar,2433 SE Powell Blvd,269
"45.49787392,-122.6375156",Rudy's Gourmet Pizza,Pizzeria,2443 SE Powell Blvd,268
"45.49787392,-122.6375156",Cleveland High School Track & Sports Field,Soccer Field,"Portland, OR 97202",359
"45.49787392,-122.6375156",C-Bar,Cocktail Bar,2880 SE Gladstone St,525
"45.49787392,-122.6375156",Rocio's,Cocktail Bar,2850 SE Gladstone St,521
"45.49787392,-122.6375156",Yoko's Japanese Restaurant,Sushi Restaurant,2878 SE Gladstone St,519
"45.49787392,-122.6375156",Ship Ahoy Tavern,Dive Bar,2889 SE Gladstone St,505
"45.49787392,-122.6375156",Broder,Comfort Food Restaurant,2508 SE Clinton St,642
"45.53689808,-122.6199692",Moon & Sixpence British Pub,Lounge,2014 NE 42nd Ave,52
"45.53689808,-122.6199692",Antique Alley,Antique Store,2000 NE 42nd Ave,33
"45.53689808,-122.6199692",Wet Spot Tropical Fish,Pet Service,4310 NE Hancock St,125
"45.53689808,-122.6199692",Multnomah County Library,Library,4040 NE Tillamook St,134
"45.53689808,-122.6199692",Hollywood Theatre,Drive-in Theater,4122 NE Sandy Blvd,148
"45.53689808,-122.6199692",Sizzle Pie,Pizzeria,4144 NE Sandy Blvd,125
"45.53689808,-122.6199692",Hollywood Farmers Market,Restaurant,4420 NE Hancock St,199
"45.53689808,-122.6199692",Doe Donuts,Donut Shop,4110 NE Sandy Blvd,205
"45.53689808,-122.6199692",Trader Joe's,Grocery Store,4121 NE Halsey St,253
"45.53689808,-122.6199692",Chin's Kitchen,Chinese Restaurant,4132 NE Broadway St,208
"45.51556831,-122.6738924",Salmon Street Springs Fountain,Park,501-695 SW Naito Pkwy,50
"45.51556831,-122.6738924",Luc Luc Vietnamese Kitchens,Vietnamese Restaurant,835 SW 2nd Ave,174
"45.51556831,-122.6738924",40 LBS Coffee Bar,Café,824 SW 2nd Ave,172
"45.51556831,-122.6738924",Tiffany & Co.,Jewelry Store,330 SW Yamhill St,310
"45.51556831,-122.6738924",Blyss Chiropractic,Chiropractor,111 SW Columbia St,311
"45.51556831,-122.6738924",Concierge Lounge - Portland Marriott,Hotel Bar,1401 SW Naito Pkwy,387
"45.51556831,-122.6738924",Killer Burger,Bar,510 SW 3rd Ave,425
"45.51556831,-122.6738924",Veggie Grill,Vegan and Vegetarian Restaurant,508 SW Taylor St,417
"45.51556831,-122.6738924",Fogo de Chão,Brazilian Restaurant,930 SW 6th Ave,458
"45.51556831,-122.6738924",2nd Avenue Records,Music Store,400 SW 2nd Ave,485
"45.50350608,-122.6110657",Petite Provence,Bakery,4834 SE Division St,221
"45.50350608,-122.6110657",The Lot,Street Food Gathering,5029 SE Division St,220
"45.50350608,-122.6110657",Landmark Saloon,Whisky Bar,4847 SE Division St,237
"45.50350608,-122.6110657",Kim Jong Grillin,Korean Restaurant,4606 SE Division St,309
"45.50350608,-122.6110657",Stumptown Coffee Roasters,Burger Joint,4525 SE Division St,408
"45.50350608,-122.6110657",Clinton Park,Playground,SE 55TH Ave,447
"45.50350608,-122.6110657",Tea Bar,Coffee Shop,4330 SE Division St,512
"45.50350608,-122.6110657",Dairy Queen,Ice Cream Parlor,5605 SE Division St,475
"45.50350608,-122.6110657",Pho Hung,Vietnamese Restaurant,4717 SE Powell Blvd,688
"45.50350608,-122.6110657",Midpoint Food & Drink,Cocktail Bar,3524 SE 52nd Ave,725
"45.5301398,-122.6546824",Gather Food & Drink,Cocktail Bar,1000 NE Multnomah St,92
"45.5301398,-122.6546824",Lloyd Center Ice Rink,Skating Rink,953 Lloyd Ctr,288
"45.5301398,-122.6546824",J Cafe,Café,533 NE Holladay St,403
"45.5301398,-122.6546824",Jimmy John's,Deli,1139 NE Broadway St,546
"45.5301398,-122.6546824",Koji Osakaya Japanese Restaurant,Sushi Restaurant,1502 NE Weidler St,566
"45.5301398,-122.6546824",Milo's City Cafe,Burger Joint,1325 NE Broadway St,602
"45.5301398,-122.6546824",Eb & Bean,Frozen Yogurt Shop,1425 NE Broadway St,628
"45.5301398,-122.6546824",Black Water Bar,Concert Hall,835 NE Broadway St,586
"45.5301398,-122.6546824",Blossoming Lotus,Vegan and Vegetarian Restaurant,1713 NE 15th Ave,659
"45.5301398,-122.6546824",Petisco,Sandwich Spot,1411 NE Broadway St,618
"45.49334301,-122.6369745",Rocio's,Cocktail Bar,2850 SE Gladstone St,51
"45.49334301,-122.6369745",C-Bar,Cocktail Bar,2880 SE Gladstone St,91
"45.49334301,-122.6369745",Yoko's Japanese Restaurant,Sushi Restaurant,2878 SE Gladstone St,77
